Bedroom,Bathroom,Property Size,Ad List,Facilities,Building Name,Developer,Tenure Type,Address,Completion Year,# of Floors,Total Units,Property Type,Parking Lot,Floor Range,Land Title,Firm Type,Firm Number,REN Number,Park,School,price
3.0,2.0,750.0,103800973,"Parking, Security, Swimming Pool, Playground, Multipurpose hall",Apartment Bayu,Ideal Property Group,Leasehold,"Jalan PJU 10/4, Damansara Damai, Petaling Jaya, Selangor",2014.0,5.0,40.0,Apartment,1.0,Medium,Non Bumi Lot,E,31936,E 31936,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,280000
3.0,2.0,1023.0,102793564,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Club house",Residensi Zamrud,Cheras Hong Soon Development Sdn. Bhd.,Freehold,"Jalan Zamrud Utama, Kajang 2, Kajang, Selangor",2019.0,20.0,1200.0,Condominium,2.0,Medium,Non Bumi Lot,E,31470,REN 54980,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,310000
3.0,2.0,1421.0,102833432,"Playground, Swimming Pool, Tennis Court, Barbeque area, Parking, Security, Gymnasium, Lift, Jogging Track",Alila Horizon,Hunza Properties Berhad,Freehold,"Lorong Kejora, Tanjung Bungah, Penang",2008.0,20.0,256.0,Condominium,2.0,Medium,Non Bumi Lot,E,11799,REN 13351,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,900000
4.0,3.0,1485.0,103763130,"Sauna, Security, Playground, Swimming Pool, Squash Court, Parking, Tennis Court, Gymnasium, Barbeque area, Minimart",Altitude 236,IJM LAND BERHAD,Leasehold,"Persiaran Alam Damai, Alam Damai, Cheras, Kuala Lumpur",2014.0,36.0,236.0,Condominium,2.0,Medium,Non Bumi Lot,E,11634,REN 49392,"Park at Taman Connaught, Cheras, Kuala Lumpur, Malaysia","SMK Orkid Desa
Rocklin Learning Center
SMK Taman Connaught
SJK(C) Taman Connaught",770000
4.0,3.0,1419.0,102984848,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",North Point @ One Ampang Avenue,Perdana ParkCity Sdn Bhd,Leasehold,"Jalan Ampang Utama 2/2, Ampang, Selangor",2014.0,16.0,96.0,Condominium,2.0,Medium,Non Bumi Lot,E,11634,REN 49392,"Park at Taman Putra Sulaiman, Ampang
Park at Taman Ampang Jaya, Ampang","R.E.A.L Kids Ampang
Mutiara International Grammar School
International School of Kuala Lumpur
Sekolah Menengah Kebangsaan Datuk Ahmad Razali
Sekolah Kebangsaan Ampang
Forte Performing Arts",390000
3.0,2.0,856.0,102660370,"Minimart, Barbeque area, Security, Playground, Swimming Pool, Parking",Sri Hijau,Ideal Property Group,Freehold,"Jalan Permaisuri 1/6, Taman Bukit Permai, Bandar Mahkota Cheras, Bandar Mahkota Cheras, Selangor",2014.0,9.0,462.0,Condominium,1.0,Medium,Non Bumi Lot,E,11634,REN 49392,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,220000
1.0,1.0,416.0,101812258,"Sauna, Swimming Pool, Gymnasium, Security",Seri Cempaka,Ideal Property Group,Leasehold,"Jalan Pudu Hulu, Taman Pertama, Cheras, Kuala Lumpur",2014.0,22.0,176.0,Service Residence,1.0,Medium,Non Bumi Lot,E,11634,REN 49392,"Taman Pudu Ulu, Cheras, Kuala Lumpur, 55300, Malaysia","Kompleks Seri Bintang
SJK (C) Naam Kheung
SMK Yaacob Latiff",228000
3.0,2.0,700.0,103586006,"Parking, Gymnasium, Playground, Barbeque area, Multipurpose hall, Security, Jogging Track",Harmony View,Belleview Group,Freehold,"Lintang Slim, Off Perak Road, Jelutong, Penang",2009.0,23.0,462.0,Apartment,1.0,Medium,Non Bumi Lot,E,11584,REN 44181,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,380000
3.0,2.0,710.0,102505649,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Pangsapuri Taman Tasik Utama,Ideal Property Group,Leasehold,"Malacca International Trade Centre (MITC), Ayer Keroh, Melaka",2014.0,20.0,462.0,Apartment,1.0,Medium,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,115000
3.0,2.0,1350.0,100405524,"Parking, Lift, Security, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Barbeque area, Minimart",Andalucia,YTL Land,Leasehold,"Jalan Pantai Permai, Pantai Hill Park, Pantai, Kuala Lumpur",2010.0,4.0,227.0,Condominium,2.0,Low,Bumi Lot,E,11959,REN 52984,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,750000
3.0,2.0,883.0,103486779,"Playground, Swimming Pool, Jogging Track, Gymnasium, Security, Barbeque area, Sauna, Lift, Multipurpose hall",LBS Skylake Residence,LBS Bina Group Berhad,Leasehold,"alan Putra Perdana 5A, Taman Putra Perdana, Puchong, Selangor",2021.0,33.0,746.0,Service Residence,1.0,Medium,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia","SRA Taman Putra Perdana Malaysia
Sekolah Menengah Kebangsaan Putra Perdana",218700
2.0,1.0,550.0,103688286,"Minimart, Parking",Taman Terubong Jaya,Ideal Property Group,Leasehold,"Paya Terubong, Georgetown, Penang",2014.0,20.0,462.0,Flat,1.0,Medium,Non Bumi Lot,E,11584,REN 44181,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,138000
3.0,2.0,800.0,103001368,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",The Rise Collection 2,Zubicon Sdn. Bhd.,Leasehold,"The Rise Collection 2, Georgetown, Penang",2016.0,20.0,1900.0,Apartment,1.0,Medium,Non Bumi Lot,E,11584,REN 44181,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,360000
1.0,1.0,547.0,101736332,"Parking, Security, Gymnasium, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Sauna, Jogging Track",Cheras Perdana,Ideal Property Group,Freehold,"Cheras Perdana, Cheras, Selangor",2014.0,20.0,462.0,Condominium,1.0,Medium,Non Bumi Lot,E,11307,REN 14711,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,345000
3.0,2.0,1184.0,103731402,"Security, Swimming Pool, Gymnasium, Jogging Track, Parking, Playground, Lift, Multipurpose hall, Tennis Court, Barbeque area",Flora Rosa,Putrajaya Holdings Sdn Bhd,Freehold,"Residence Flora Rosa Presint 11 Putrajaya, Putrajaya, Putrajaya",2020.0,17.0,676.0,Condominium,2.0,Medium,Non Bumi Lot,E,11584,REN 22327,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,433094
2.0,2.0,800.0,103462974,"Parking, Security, Lift, Playground, Swimming Pool, Sauna, Gymnasium, Minimart, Barbeque area, Multipurpose hall",Razak City Residences,Razak City Residences,Freehold,"Razak City, Lebuhraya Sungai Besi Besraya, Sungai Besi, Kuala Lumpur",2014.0,20.0,462.0,Service Residence,1.0,Medium,Non Bumi Lot,E,11584,REN 36845,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia","SK Jalan Sungai Besi 1 & 2
SJK(C) Confucian
Sekolah Jenis Kebangsaan (Cina) Tai Thung",395000
3.0,2.0,750.0,102375382,"Sauna, Minimart, Swimming Pool, Jogging Track, Security, Playground, Barbeque area",Taman Desa Relau 2,Ideal Property Group,Freehold,"1, Lebuh Relau 2, Taman Desa Relau, Relau, Penang",1999.0,21.0,838.0,Condominium,1.0,High,Non Bumi Lot,E,11584,REN 53970,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,270000
3.0,2.0,1100.0,103800877,"Security, Barbeque area, Playground, Parking, Jogging Track, Swimming Pool, Lift",BBK Condominium,Ideal Property Group,Leasehold,"Persiaran Bukit Raja 1, Bandar Baru Klang, Klang, Selangor",2014.0,17.0,462.0,Condominium,1.0,Medium,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Eng Ann, Klang Municipal Council
Park at Padang Berkeley, Taman Eng Ann","Sekolah Sri Acmar (Menengah)
Sekolah Jenis Kebangsaan (C) Taman Rashna
Sekolah Rendah Sri Acmar
Sekolah Kebangsaan Jalan Batu Tiga",278000
3.0,2.0,800.0,100867056,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Pusat Komersial Seksyen 7 Shop Apartment,Ideal Property Group,Leasehold,"Off Persiaran Permai, Seksyen 7, Shah Alam, Selangor",2014.0,20.0,462.0,Apartment,1.0,Medium,Bumi Lot,VEPM,10028,REN 27386,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,260000
4.0,2.0,1148.0,88255852,"Swimming Pool, Tennis Court, Sauna, Security, Gymnasium, Squash Court, Barbeque area, Parking, Playground, Minimart, Jogging Track",Kelana D'Putera,Ideal Property Group,Leasehold,"Jalan SS 7/26, Kelana Jaya, Petaling Jaya, Selangor",2014.0,5.0,625.0,Condominium,1.0,Low,Non Bumi Lot,VEPM,10028,REN 27386,"Park at Sterling Park, Sterling@PJ Condominium
Park at SS 4D/5 Park, SS4D
Park at Kelana Jaya Youth Park, SS7",Sekolah Menengah Kebangsaan Kelana Jaya,420000
3.0,2.0,1200.0,103195587,"Gymnasium, Barbeque area, Security, Minimart, Playground, Sauna, Swimming Pool, Parking, Lift, Multipurpose hall",Amara Service Residences,Jaya Megah Development Sdn Bhd,Freehold,"Jalan Raintree Utama, Batu Caves, Selangor",2014.0,23.0,744.0,Service Residence,2.0,Low,Non Bumi Lot,E,11584,REN 36845,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia","Sekolah Jenis Kebangsaan (T) Batu Caves
Sekolah Jenis Kebangsaan(C) Kheow Bin",330000
3.0,2.0,918.0,103800860,"Minimart, Swimming Pool, Security, Playground, Gymnasium, Barbeque area, Sauna, Club house, Parking, Lift",Danau Impian,Faber Development Holdings,Leasehold,"Taman Danau Desa, Taman Desa, Kuala Lumpur",1997.0,15.0,450.0,Condominium,1.0,Medium,Non Bumi Lot,E,31916,REN 63114,"Park 1 at Taman Desa, Kuala Lumpur, Malaysia
Taman Desa Recreational Ground, Taman Desa, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia","Sekolah Menengah Kebangsaan Taman Desa Kuala Lumpur
SMK Desa Perdana
Sekolah Kebangsaan Taman Desa Kuala Lumpur
SK Seri Setia",380000
5.0,7.0,4370.0,99679030,"Sauna, Club house, Parking, Minimart, Barbeque area, Swimming Pool, Gymnasium, Squash Court, Tennis Court, Jogging Track, Lift, Multipurpose hall, Security, Playground",280 Park Homes @ Puchong Prima,Mitrajaya Holdings Berhad,Leasehold,"Taman Puchong Prima, Puchong, Selangor",2015.0,6.0,280.0,Condominium,1.0,High,Non Bumi Lot,E,31392,REN 00567,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,1480000
5.0,4.0,2240.0,103798060,"Security, Parking, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Club house, Jogging Track, Tennis Court",Setia Tropika,SP Setia Berhad,Leasehold,"Jalan Setia Tropika Utama, Skudai, Johor",2014.0,20.0,462.0,Others,1.0,Medium,Bumi Lot,AE,11111,REN 59169,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,900000
1.0,1.0,658.0,102964022,"Security, Gymnasium, Multipurpose hall, Swimming Pool, Playground",Mansion One,Magna Putih,Freehold,"Jalan Sultan Ahmad Shah, Pulau Tikus, Georgetown, Penang",2014.0,31.0,336.0,Condominium,1.0,Medium,Non Bumi Lot,E,11584,REN 53970,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,510000
3.0,2.0,980.0,102285078,"Playground, Gymnasium, Barbeque area, Parking, Sauna, Multipurpose hall, Minimart, Swimming Pool, Club house, Security",Zenith Residences,South Malaysia Industries (SMI),Leasehold,"SS7/26 Kelana Jaya, Petaling Jaya, Selangor",2013.0,21.0,358.0,Condominium,1.0,High,Non Bumi Lot,E,11605,REN 32706,"Park at Sterling Park, Sterling@PJ Condominium
Park at Kelana Jaya Youth Park, SS7",Sekolah Menengah Kebangsaan Kelana Jaya,460000
3.0,2.0,900.0,103725019,"Swimming Pool, Lift, Multipurpose hall, Parking, Security, Playground, Minimart, Jogging Track",Residensi Kerinchi,Suez Capital Sdn Bhd,Leasehold,"Lorong Kerinchi Kiri 2,, Bangsar South, Kuala Lumpur",2016.0,20.0,472.0,Condominium,1.0,High,Bumi Lot,E,11605,REN 32706,"Bangsar South Lakeside Park, Bangsar South, Pantai Dalam, Kuala Lumpur, 59200, Malaysia
Office Park, The Horizon, Pantai Dalam, Kuala Lumpur, Malaysia","SMK Seri Pantai
Sri Dasmesh International School
SK Methodist
SK Bangsar",490000
3.0,1.0,650.0,103800828,"Jogging Track, Playground",Taman Seri Orkid,Ideal Property Group,Leasehold,"Jalan Seri Orkid 34, Skudai, Johor",2014.0,20.0,462.0,Flat,1.0,Low,Non Bumi Lot,E,11981,REN 48805,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,196000
1.0,1.0,717.0,103639616,"Tennis Court, Security, Playground, Squash Court, Sauna, Parking, Swimming Pool, Gymnasium, Barbeque area",Prisma Cheras,Ideal Property Group,Freehold,"Jalan Midah 8A, Taman Midah, Cheras, Cheras, Kuala Lumpur",2014.0,11.0,462.0,Condominium,1.0,Medium,Non Bumi Lot,E,11634,REN 49392,"Jalan Lanchang Park, Taman Midah, Cheras, Kuala Lumpur, Malaysia
Jalan Lancang 1 Park, Taman Midah, Cheras, Kuala Lumpur, Malaysia","SK Taman Midah 2
Technical Institute of Kuala Lumpur
Alam Shah Science Secondary School",280000
2.0,1.0,527.0,103086296,Parking,Kemboja Apartment,Ideal Property Group,Leasehold,"Jalan Indah 4/5, Ampang Indah, 68000 Ampang, Selan, Ampang, Selangor",2014.0,5.0,462.0,Apartment,1.0,Medium,Non Bumi Lot,E,11634,REN 49392,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,150000
3.0,2.0,755.0,102986746,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Ketumbar Heights,Mahajaya Berhad,Freehold,"Jalan 6/95B, Taman Cheras, Cheras, Kuala Lumpur",2010.0,14.0,336.0,Condominium,1.0,Medium,Non Bumi Lot,E,11634,REN 49392,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,255000
